r = 0.3,upperCap = 50,,,
90,0.33,0.87,122,44
90,0.33,0.87,128,25
90,0.33,0.87,132,28
90,0.33,0.87,137,40
90,0.33,0.87,150,26
90,0.33,0.87,153,44
90,0.33,0.87,160,28
90,0.33,0.87,162,39
90,0.33,0.87,168,37
90,0.33,0.87,170,9
90,0.33,0.87,173,44
90,0.33,0.87,184,4
90,0.33,0.87,185,10
90,0.33,0.87,197,24
91,0.02,0.83,24,12
91,0.02,0.83,31,17
91,0.02,0.83,36,9
91,0.02,0.83,59,33
91,0.02,0.83,76,38
91,0.02,0.83,83,41
91,0.02,0.83,85,6
91,0.02,0.83,88,49
91,0.02,0.83,104,27
91,0.02,0.83,105,10
91,0.02,0.83,142,29
91,0.02,0.83,150,39
91,0.02,0.83,151,20
91,0.02,0.83,170,32
91,0.02,0.83,182,47
91,0.02,0.83,188,21
91,0.02,0.83,196,12
92,0.76,0.63,0,20
92,0.76,0.63,2,1
92,0.76,0.63,7,3
92,0.76,0.63,9,23
92,0.76,0.63,10,42
92,0.76,0.63,11,48
92,0.76,0.63,12,24
92,0.76,0.63,21,47
92,0.76,0.63,25,48
92,0.76,0.63,26,14
92,0.76,0.63,27,1
92,0.76,0.63,34,47
92,0.76,0.63,43,49
92,0.76,0.63,45,8
92,0.76,0.63,47,47
92,0.76,0.63,58,36
92,0.76,0.63,60,26
92,0.76,0.63,71,48
92,0.76,0.63,74,16
92,0.76,0.63,80,45
92,0.76,0.63,82,40
92,0.76,0.63,94,29
92,0.76,0.63,100,28
92,0.76,0.63,103,11
92,0.76,0.63,111,37
92,0.76,0.63,115,49
92,0.76,0.63,124,42
92,0.76,0.63,125,49
92,0.76,0.63,127,38
92,0.76,0.63,138,41
92,0.76,0.63,143,48
92,0.76,0.63,146,16
92,0.76,0.63,147,33
92,0.76,0.63,148,16
92,0.76,0.63,149,20
92,0.76,0.63,152,27
92,0.76,0.63,157,3
92,0.76,0.63,159,28
92,0.76,0.63,163,37
92,0.76,0.63,164,19
92,0.76,0.63,165,11
92,0.76,0.63,167,38
92,0.76,0.63,172,34
92,0.76,0.63,179,25
92,0.76,0.63,180,1
92,0.76,0.63,181,34
92,0.76,0.63,184,24
92,0.76,0.63,193,9
93,0.78,0.12,8,15
93,0.78,0.12,20,42
93,0.78,0.12,27,21
93,0.78,0.12,28,16
93,0.78,0.12,52,48
93,0.78,0.12,54,35
93,0.78,0.12,57,6
93,0.78,0.12,72,20
93,0.78,0.12,73,46
93,0.78,0.12,89,28
93,0.78,0.12,95,38
93,0.78,0.12,102,9
93,0.78,0.12,114,33
93,0.78,0.12,117,41
93,0.78,0.12,118,5
93,0.78,0.12,120,19
93,0.78,0.12,126,15
93,0.78,0.12,130,19
93,0.78,0.12,159,3
93,0.78,0.12,178,35
93,0.78,0.12,179,28
93,0.78,0.12,199,25
94,0.61,0.62,0,22
94,0.61,0.62,2,24
94,0.61,0.62,3,37
94,0.61,0.62,7,37
94,0.61,0.62,9,46
94,0.61,0.62,10,14
94,0.61,0.62,11,3
94,0.61,0.62,12,1
94,0.61,0.62,14,27
94,0.61,0.62,16,0
94,0.61,0.62,18,38
94,0.61,0.62,21,26
94,0.61,0.62,25,34
94,0.61,0.62,26,9
94,0.61,0.62,34,3
94,0.61,0.62,44,16
94,0.61,0.62,47,20
94,0.61,0.62,49,38
94,0.61,0.62,57,46
94,0.61,0.62,60,12
94,0.61,0.62,64,5
94,0.61,0.62,69,12
94,0.61,0.62,80,9
94,0.61,0.62,96,46
94,0.61,0.62,97,39
94,0.61,0.62,100,27
94,0.61,0.62,103,44
94,0.61,0.62,108,0
94,0.61,0.62,115,28
94,0.61,0.62,122,24
94,0.61,0.62,124,42
94,0.61,0.62,127,33
94,0.61,0.62,128,13
94,0.61,0.62,135,14
94,0.61,0.62,143,0
94,0.61,0.62,146,47
94,0.61,0.62,148,40
94,0.61,0.62,149,8
94,0.61,0.62,152,29
94,0.61,0.62,165,37
94,0.61,0.62,171,30
94,0.61,0.62,180,22
94,0.61,0.62,181,44
94,0.61,0.62,184,13
94,0.61,0.62,185,22
94,0.61,0.62,191,29
94,0.61,0.62,193,26
95,0.91,0.3,0,47
95,0.91,0.3,27,8
95,0.91,0.3,52,7
95,0.91,0.3,54,45
95,0.91,0.3,57,33
95,0.91,0.3,72,39
95,0.91,0.3,73,38
95,0.91,0.3,82,48
95,0.91,0.3,89,1
95,0.91,0.3,103,13
95,0.91,0.3,114,17
95,0.91,0.3,120,17
95,0.91,0.3,124,49
95,0.91,0.3,126,38
95,0.91,0.3,159,19
95,0.91,0.3,164,31
95,0.91,0.3,178,12
95,0.91,0.3,179,48
96,0.46,0.53,0,2
96,0.46,0.53,6,19
96,0.46,0.53,11,39
96,0.46,0.53,13,35
96,0.46,0.53,16,8
96,0.46,0.53,35,46
96,0.46,0.53,57,4
96,0.46,0.53,59,48
96,0.46,0.53,60,25
96,0.46,0.53,64,11
96,0.46,0.53,69,10
96,0.46,0.53,78,40
96,0.46,0.53,100,6
96,0.46,0.53,101,14
96,0.46,0.53,108,40
96,0.46,0.53,109,18
96,0.46,0.53,121,16
96,0.46,0.53,127,4
96,0.46,0.53,135,23
96,0.46,0.53,150,46
96,0.46,0.53,161,44
96,0.46,0.53,165,3
96,0.46,0.53,171,43
96,0.46,0.53,181,10
96,0.46,0.53,184,38
96,0.46,0.53,185,33
96,0.46,0.53,186,42
96,0.46,0.53,192,11
96,0.46,0.53,193,0
96,0.46,0.53,199,49
97,0.54,0.89,1,1
97,0.54,0.89,42,30
97,0.54,0.89,60,17
97,0.54,0.89,85,28
97,0.54,0.89,127,7
97,0.54,0.89,162,42
97,0.54,0.89,167,25
97,0.54,0.89,184,27
98,0.64,0.04,8,30
98,0.64,0.04,20,5
98,0.64,0.04,22,49
98,0.64,0.04,30,32
98,0.64,0.04,41,36
98,0.64,0.04,52,11
98,0.64,0.04,56,2
98,0.64,0.04,72,27
98,0.64,0.04,73,42
98,0.64,0.04,77,10
98,0.64,0.04,78,46
98,0.64,0.04,93,31
98,0.64,0.04,106,41
98,0.64,0.04,107,44
98,0.64,0.04,114,21
98,0.64,0.04,118,21
98,0.64,0.04,129,15
98,0.64,0.04,141,46
98,0.64,0.04,145,42
98,0.64,0.04,175,19
98,0.64,0.04,178,4
98,0.64,0.04,194,41
98,0.64,0.04,199,37
99,0.89,0.98,10,24
99,0.89,0.98,42,5
99,0.89,0.98,158,39
99,0.89,0.98,167,18
100,0.62,0.41,0,0
100,0.62,0.41,8,4
100,0.62,0.41,11,15
100,0.62,0.41,16,17
100,0.62,0.41,21,35
100,0.62,0.41,27,1
100,0.62,0.41,57,28
100,0.62,0.41,72,29
100,0.62,0.41,73,30
100,0.62,0.41,89,28
100,0.62,0.41,103,22
100,0.62,0.41,108,6
100,0.62,0.41,120,13
100,0.62,0.41,121,47
100,0.62,0.41,124,47
100,0.62,0.41,127,36
100,0.62,0.41,135,26
100,0.62,0.41,159,39
100,0.62,0.41,161,26
100,0.62,0.41,171,8
100,0.62,0.41,179,13
100,0.62,0.41,181,26
100,0.62,0.41,186,47
101,0.3,0.71,13,37
101,0.3,0.71,31,47
101,0.3,0.71,59,40
101,0.3,0.71,85,26
101,0.3,0.71,121,42
101,0.3,0.71,135,32
101,0.3,0.71,151,9
101,0.3,0.71,170,14
101,0.3,0.71,184,7
101,0.3,0.71,192,3
101,0.3,0.71,196,25
102,0.96,0,52,3
102,0.96,0,114,21
102,0.96,0,118,28
102,0.96,0,126,8
102,0.96,0,178,47
103,0.78,0.46,8,46
103,0.78,0.46,72,39
103,0.78,0.46,73,21
103,0.78,0.46,89,40
103,0.78,0.46,127,38
103,0.78,0.46,159,29
103,0.78,0.46,164,26
104,0.19,0.84,24,36
104,0.19,0.84,31,31
104,0.19,0.84,59,3
104,0.19,0.84,85,35
104,0.19,0.84,101,12
104,0.19,0.84,109,2
104,0.19,0.84,151,48
104,0.19,0.84,162,26
104,0.19,0.84,170,14
104,0.19,0.84,196,1
105,0.01,0.57,29,32
105,0.01,0.57,51,23
105,0.01,0.57,65,36
105,0.01,0.57,192,28
105,0.01,0.57,196,28
106,0.63,0.26,0,32
106,0.63,0.26,8,11
106,0.63,0.26,11,20
106,0.63,0.26,16,3
106,0.63,0.26,18,9
106,0.63,0.26,20,43
106,0.63,0.26,21,0
106,0.63,0.26,22,21
106,0.63,0.26,27,37
106,0.63,0.26,41,22
106,0.63,0.26,56,41
106,0.63,0.26,57,0
106,0.63,0.26,72,32
106,0.63,0.26,73,17
106,0.63,0.26,78,23
106,0.63,0.26,89,29
106,0.63,0.26,93,37
106,0.63,0.26,95,37
106,0.63,0.26,100,18
106,0.63,0.26,103,8
106,0.63,0.26,108,39
106,0.63,0.26,114,11
106,0.63,0.26,118,37
106,0.63,0.26,120,19
106,0.63,0.26,124,30
106,0.63,0.26,130,14
106,0.63,0.26,141,23
106,0.63,0.26,145,42
106,0.63,0.26,157,11
106,0.63,0.26,159,2
106,0.63,0.26,161,45
106,0.63,0.26,165,15
106,0.63,0.26,171,49
106,0.63,0.26,178,42
106,0.63,0.26,179,29
106,0.63,0.26,186,16
106,0.63,0.26,193,8
106,0.63,0.26,199,22
107,0.56,0.02,8,21
107,0.56,0.02,20,10
107,0.56,0.02,22,10
107,0.56,0.02,30,28
107,0.56,0.02,41,17
107,0.56,0.02,56,45
107,0.56,0.02,72,18
107,0.56,0.02,78,36
107,0.56,0.02,93,0
107,0.56,0.02,106,39
107,0.56,0.02,114,17
107,0.56,0.02,118,39
107,0.56,0.02,129,48
107,0.56,0.02,141,38
107,0.56,0.02,145,10
107,0.56,0.02,175,21
107,0.56,0.02,178,42
107,0.56,0.02,194,8
107,0.56,0.02,199,39
108,0.57,0.35,8,22
108,0.57,0.35,72,42
108,0.57,0.35,73,20
108,0.57,0.35,89,39
108,0.57,0.35,103,13
108,0.57,0.35,159,24
108,0.57,0.35,178,36
109,0.22,0.6,13,20
109,0.22,0.6,29,45
109,0.22,0.6,31,49
109,0.22,0.6,59,35
109,0.22,0.6,85,28
109,0.22,0.6,101,29
109,0.22,0.6,105,17
109,0.22,0.6,121,38
109,0.22,0.6,135,15
109,0.22,0.6,151,48
109,0.22,0.6,170,27
109,0.22,0.6,192,42
109,0.22,0.6,196,45
110,0.24,0.66,1,43
110,0.24,0.66,3,5
110,0.24,0.66,6,44
110,0.24,0.66,13,14
110,0.24,0.66,16,3
110,0.24,0.66,18,39
110,0.24,0.66,31,36
110,0.24,0.66,35,43
110,0.24,0.66,36,28
110,0.24,0.66,49,20
110,0.24,0.66,53,46
110,0.24,0.66,59,48
110,0.24,0.66,60,2
110,0.24,0.66,64,24
110,0.24,0.66,69,46
110,0.24,0.66,76,19
110,0.24,0.66,83,3
110,0.24,0.66,85,12
110,0.24,0.66,88,0
110,0.24,0.66,91,44
110,0.24,0.66,96,42
110,0.24,0.66,101,32
110,0.24,0.66,104,27
110,0.24,0.66,105,35
110,0.24,0.66,109,43
110,0.24,0.66,121,30
110,0.24,0.66,128,4
110,0.24,0.66,132,20
110,0.24,0.66,135,21
110,0.24,0.66,137,35
110,0.24,0.66,142,12
110,0.24,0.66,144,14
110,0.24,0.66,146,1
110,0.24,0.66,148,32
110,0.24,0.66,150,25
110,0.24,0.66,151,15
110,0.24,0.66,160,37
110,0.24,0.66,168,22
110,0.24,0.66,170,25
110,0.24,0.66,173,18
110,0.24,0.66,182,41
110,0.24,0.66,185,37
110,0.24,0.66,188,25
110,0.24,0.66,192,37
110,0.24,0.66,196,38
111,0.61,0.76,1,23
111,0.61,0.76,3,45
111,0.61,0.76,7,8
111,0.61,0.76,10,10
111,0.61,0.76,12,4
111,0.61,0.76,25,41
111,0.61,0.76,34,48
111,0.61,0.76,42,12
111,0.61,0.76,44,2
111,0.61,0.76,47,17
111,0.61,0.76,49,13
111,0.61,0.76,60,5
111,0.61,0.76,63,5
111,0.61,0.76,64,32
111,0.61,0.76,69,8
111,0.61,0.76,80,38
111,0.61,0.76,94,4
111,0.61,0.76,96,13
111,0.61,0.76,97,47
111,0.61,0.76,122,20
111,0.61,0.76,123,43
111,0.61,0.76,127,48
111,0.61,0.76,128,4
111,0.61,0.76,146,8
111,0.61,0.76,148,39
111,0.61,0.76,149,45
111,0.61,0.76,152,17
111,0.61,0.76,153,2
111,0.61,0.76,167,23
111,0.61,0.76,168,6
111,0.61,0.76,172,24
111,0.61,0.76,180,18
111,0.61,0.76,181,19
111,0.61,0.76,184,24
111,0.61,0.76,185,43
111,0.61,0.76,197,41
112,0.5,0.34,0,6
112,0.5,0.34,2,30
112,0.5,0.34,3,1
112,0.5,0.34,8,19
112,0.5,0.34,11,35
112,0.5,0.34,13,44
112,0.5,0.34,14,12
112,0.5,0.34,16,30
112,0.5,0.34,18,36
112,0.5,0.34,21,47
112,0.5,0.34,22,46
112,0.5,0.34,33,31
112,0.5,0.34,40,17
112,0.5,0.34,41,21
112,0.5,0.34,45,36
112,0.5,0.34,56,25
112,0.5,0.34,57,29
112,0.5,0.34,72,26
112,0.5,0.34,73,41
112,0.5,0.34,75,14
112,0.5,0.34,78,36
112,0.5,0.34,80,6
112,0.5,0.34,96,30
112,0.5,0.34,100,11
112,0.5,0.34,106,36
112,0.5,0.34,108,21
112,0.5,0.34,115,22
112,0.5,0.34,121,29
112,0.5,0.34,135,14
112,0.5,0.34,138,38
112,0.5,0.34,141,7
112,0.5,0.34,143,3
112,0.5,0.34,145,13
112,0.5,0.34,146,24
112,0.5,0.34,148,14
112,0.5,0.34,156,15
112,0.5,0.34,161,33
112,0.5,0.34,165,36
112,0.5,0.34,166,33
112,0.5,0.34,171,0
112,0.5,0.34,175,7
112,0.5,0.34,176,43
112,0.5,0.34,179,42
112,0.5,0.34,180,36
112,0.5,0.34,183,28
112,0.5,0.34,186,44
112,0.5,0.34,191,1
112,0.5,0.34,192,0
112,0.5,0.34,193,1
112,0.5,0.34,194,28
112,0.5,0.34,198,44
112,0.5,0.34,199,18
113,0.33,0.03,22,23
113,0.33,0.03,23,8
113,0.33,0.03,30,8
113,0.33,0.03,33,23
113,0.33,0.03,41,16
113,0.33,0.03,55,37
113,0.33,0.03,56,44
113,0.33,0.03,62,21
113,0.33,0.03,66,13
113,0.33,0.03,75,23
113,0.33,0.03,107,16
113,0.33,0.03,116,6
113,0.33,0.03,139,30
113,0.33,0.03,140,32
113,0.33,0.03,141,26
113,0.33,0.03,161,4
113,0.33,0.03,169,28
113,0.33,0.03,175,49
113,0.33,0.03,177,6
113,0.33,0.03,183,6
113,0.33,0.03,187,20
113,0.33,0.03,194,19
113,0.33,0.03,198,9
114,0.76,0.06,-,-
115,0.76,0.48,0,20
115,0.76,0.48,3,8
115,0.76,0.48,7,21
115,0.76,0.48,9,25
115,0.76,0.48,10,23
115,0.76,0.48,11,6
115,0.76,0.48,21,25
115,0.76,0.48,26,30
115,0.76,0.48,27,26
115,0.76,0.48,43,24
115,0.76,0.48,54,18
115,0.76,0.48,57,9
115,0.76,0.48,58,46
115,0.76,0.48,71,18
115,0.76,0.48,72,5
115,0.76,0.48,73,1
115,0.76,0.48,74,18
115,0.76,0.48,82,21
115,0.76,0.48,89,22
115,0.76,0.48,95,23
115,0.76,0.48,100,30
115,0.76,0.48,103,15
115,0.76,0.48,106,1
115,0.76,0.48,108,9
115,0.76,0.48,117,16
115,0.76,0.48,120,9
115,0.76,0.48,124,44
115,0.76,0.48,127,14
115,0.76,0.48,143,45
115,0.76,0.48,145,31
115,0.76,0.48,146,36
115,0.76,0.48,147,26
115,0.76,0.48,148,4
115,0.76,0.48,152,2
115,0.76,0.48,157,21
115,0.76,0.48,159,40
115,0.76,0.48,163,7
115,0.76,0.48,164,34
115,0.76,0.48,165,46
115,0.76,0.48,179,33
115,0.76,0.48,181,14
115,0.76,0.48,193,25
115,0.76,0.48,199,41
116,0.22,0.04,38,26
116,0.22,0.04,169,0
117,0.93,0.24,21,9
117,0.93,0.24,27,16
117,0.93,0.24,28,24
117,0.93,0.24,52,23
117,0.93,0.24,54,42
117,0.93,0.24,72,2
117,0.93,0.24,73,27
117,0.93,0.24,82,6
117,0.93,0.24,89,12
117,0.93,0.24,95,15
117,0.93,0.24,102,39
117,0.93,0.24,103,32
117,0.93,0.24,114,35
117,0.93,0.24,118,24
117,0.93,0.24,120,38
117,0.93,0.24,124,2
117,0.93,0.24,126,35
117,0.93,0.24,130,2
117,0.93,0.24,159,30
117,0.93,0.24,164,9
117,0.93,0.24,178,11
117,0.93,0.24,179,7
118,0.7,0.05,8,25
118,0.7,0.05,20,36
118,0.7,0.05,52,14
118,0.7,0.05,72,0
118,0.7,0.05,73,38
118,0.7,0.05,114,7
118,0.7,0.05,126,42
118,0.7,0.05,178,8
119,0.11,0.29,13,5
119,0.11,0.29,29,14
119,0.11,0.29,37,37
119,0.11,0.29,51,14
119,0.11,0.29,65,35
119,0.11,0.29,66,6
119,0.11,0.29,105,36
119,0.11,0.29,116,41
119,0.11,0.29,121,19
119,0.11,0.29,169,12
119,0.11,0.29,177,16
119,0.11,0.29,192,15
120,0.88,0.34,0,40
120,0.88,0.34,52,48
120,0.88,0.34,72,23
120,0.88,0.34,73,8
120,0.88,0.34,89,35
120,0.88,0.34,103,16
120,0.88,0.34,126,25
120,0.88,0.34,147,37
120,0.88,0.34,159,36
120,0.88,0.34,164,30
120,0.88,0.34,179,9
121,0.37,0.42,8,38
121,0.37,0.42,59,19
121,0.37,0.42,108,7
121,0.37,0.42,192,40
122,0.47,0.86,1,18
122,0.47,0.86,60,9
122,0.47,0.86,85,8
122,0.47,0.86,97,23
122,0.47,0.86,101,16
122,0.47,0.86,104,22
122,0.47,0.86,127,31
122,0.47,0.86,162,13
122,0.47,0.86,181,27
122,0.47,0.86,184,16
122,0.47,0.86,185,22
123,0.73,0.97,10,44
123,0.73,0.97,25,4
123,0.73,0.97,34,46
123,0.73,0.97,42,37
123,0.73,0.97,44,5
123,0.73,0.97,46,37
123,0.73,0.97,47,22
123,0.73,0.97,60,44
123,0.73,0.97,97,9
123,0.73,0.97,99,36
123,0.73,0.97,122,42
123,0.73,0.97,127,6
123,0.73,0.97,153,4
123,0.73,0.97,158,28
123,0.73,0.97,167,43
123,0.73,0.97,181,8
123,0.73,0.97,184,26
124,0.81,0.49,0,37
124,0.81,0.49,10,5
124,0.81,0.49,54,11
124,0.81,0.49,72,1
124,0.81,0.49,73,16
124,0.81,0.49,82,42
124,0.81,0.49,89,40
124,0.81,0.49,103,39
124,0.81,0.49,108,6
124,0.81,0.49,120,27
124,0.81,0.49,127,32
124,0.81,0.49,147,27
124,0.81,0.49,159,38
124,0.81,0.49,164,42
124,0.81,0.49,179,5
125,0.72,0.57,0,20
125,0.72,0.57,2,7
125,0.72,0.57,3,42
125,0.72,0.57,7,41
125,0.72,0.57,9,7
125,0.72,0.57,10,18
125,0.72,0.57,11,4
125,0.72,0.57,12,34
125,0.72,0.57,21,2
125,0.72,0.57,25,17
125,0.72,0.57,26,38
125,0.72,0.57,27,35
125,0.72,0.57,34,13
125,0.72,0.57,43,7
125,0.72,0.57,47,13
125,0.72,0.57,49,12
125,0.72,0.57,57,25
125,0.72,0.57,58,1
125,0.72,0.57,60,30
125,0.72,0.57,71,44
125,0.72,0.57,72,13
125,0.72,0.57,73,7
125,0.72,0.57,74,4
125,0.72,0.57,80,15
125,0.72,0.57,82,9
125,0.72,0.57,89,10
125,0.72,0.57,94,6
125,0.72,0.57,96,19
125,0.72,0.57,100,0
125,0.72,0.57,103,1
125,0.72,0.57,108,29
125,0.72,0.57,111,32
125,0.72,0.57,115,8
125,0.72,0.57,120,47
125,0.72,0.57,124,9
125,0.72,0.57,127,36
125,0.72,0.57,143,9
125,0.72,0.57,146,18
125,0.72,0.57,147,46
125,0.72,0.57,148,31
125,0.72,0.57,149,25
125,0.72,0.57,152,34
125,0.72,0.57,157,48
125,0.72,0.57,159,41
125,0.72,0.57,163,11
125,0.72,0.57,164,37
125,0.72,0.57,165,32
125,0.72,0.57,166,21
125,0.72,0.57,179,3
125,0.72,0.57,180,42
125,0.72,0.57,181,45
125,0.72,0.57,184,8
125,0.72,0.57,191,40
125,0.72,0.57,193,1
126,0.99,0.12,52,32
126,0.99,0.12,89,26
126,0.99,0.12,114,2
126,0.99,0.12,159,22
126,0.99,0.12,178,12
127,0.69,0.68,184,20
128,0.36,0.77,1,42
128,0.36,0.77,31,11
128,0.36,0.77,34,33
128,0.36,0.77,35,3
128,0.36,0.77,49,34
128,0.36,0.77,59,24
128,0.36,0.77,60,22
128,0.36,0.77,64,28
128,0.36,0.77,69,38
128,0.36,0.77,83,13
128,0.36,0.77,85,41
128,0.36,0.77,88,24
128,0.36,0.77,96,40
128,0.36,0.77,97,26
128,0.36,0.77,101,15
128,0.36,0.77,104,33
128,0.36,0.77,109,35
128,0.36,0.77,122,34
128,0.36,0.77,132,48
128,0.36,0.77,135,34
128,0.36,0.77,137,37
128,0.36,0.77,146,36
128,0.36,0.77,148,43
128,0.36,0.77,150,2
128,0.36,0.77,153,38
128,0.36,0.77,160,9
128,0.36,0.77,162,45
128,0.36,0.77,168,30
128,0.36,0.77,180,42
128,0.36,0.77,184,24
128,0.36,0.77,185,44
128,0.36,0.77,192,17
129,0.76,0.04,8,6
129,0.76,0.04,20,40
129,0.76,0.04,28,2
129,0.76,0.04,41,28
129,0.76,0.04,52,18
129,0.76,0.04,56,47
129,0.76,0.04,68,3
129,0.76,0.04,72,19
129,0.76,0.04,73,41
129,0.76,0.04,78,38
129,0.76,0.04,93,43
129,0.76,0.04,102,12
129,0.76,0.04,106,38
129,0.76,0.04,114,43
129,0.76,0.04,117,33
129,0.76,0.04,118,2
129,0.76,0.04,126,34
129,0.76,0.04,130,46
129,0.76,0.04,145,16
129,0.76,0.04,178,37
130,0.92,0.21,21,32
130,0.92,0.21,27,6
130,0.92,0.21,28,46
130,0.92,0.21,52,45
130,0.92,0.21,54,32
130,0.92,0.21,72,2
130,0.92,0.21,73,32
130,0.92,0.21,89,9
130,0.92,0.21,95,33
130,0.92,0.21,102,39
130,0.92,0.21,103,15
130,0.92,0.21,114,19
130,0.92,0.21,118,28
130,0.92,0.21,120,11
130,0.92,0.21,126,19
130,0.92,0.21,159,20
130,0.92,0.21,164,49
130,0.92,0.21,178,44
130,0.92,0.21,179,8
131,0.01,0.62,6,6
131,0.01,0.62,24,19
131,0.01,0.62,29,1
131,0.01,0.62,31,47
131,0.01,0.62,35,13
131,0.01,0.62,36,27
131,0.01,0.62,53,4
131,0.01,0.62,59,25
131,0.01,0.62,76,48
131,0.01,0.62,83,30
131,0.01,0.62,84,25
131,0.01,0.62,91,27
131,0.01,0.62,104,40
131,0.01,0.62,105,24
131,0.01,0.62,109,49
131,0.01,0.62,110,17
131,0.01,0.62,132,33
131,0.01,0.62,137,49
131,0.01,0.62,142,28
131,0.01,0.62,144,13
131,0.01,0.62,150,7
131,0.01,0.62,151,22
131,0.01,0.62,160,47
131,0.01,0.62,170,20
131,0.01,0.62,173,19
131,0.01,0.62,182,23
131,0.01,0.62,188,41
131,0.01,0.62,192,45
131,0.01,0.62,195,45
131,0.01,0.62,196,26
132,0.14,0.86,1,47
132,0.14,0.86,24,31
132,0.14,0.86,31,10
132,0.14,0.86,35,30
132,0.14,0.86,36,33
132,0.14,0.86,59,5
132,0.14,0.86,64,19
132,0.14,0.86,69,40
132,0.14,0.86,83,24
132,0.14,0.86,85,7
132,0.14,0.86,88,22
132,0.14,0.86,91,42
132,0.14,0.86,101,34
132,0.14,0.86,104,19
132,0.14,0.86,109,46
132,0.14,0.86,142,15
132,0.14,0.86,150,37
132,0.14,0.86,151,35
132,0.14,0.86,162,15
132,0.14,0.86,168,25
132,0.14,0.86,170,2
132,0.14,0.86,185,43
132,0.14,0.86,196,11
133,0.59,0.76,1,30
133,0.59,0.76,3,28
133,0.59,0.76,7,26
133,0.59,0.76,10,31
133,0.59,0.76,12,25
133,0.59,0.76,25,0
133,0.59,0.76,34,6
133,0.59,0.76,42,12
133,0.59,0.76,44,21
133,0.59,0.76,45,40
133,0.59,0.76,47,13
133,0.59,0.76,49,15
133,0.59,0.76,60,48
133,0.59,0.76,63,49
133,0.59,0.76,64,14
133,0.59,0.76,69,41
133,0.59,0.76,80,14
133,0.59,0.76,90,13
133,0.59,0.76,92,4
133,0.59,0.76,94,20
133,0.59,0.76,96,31
133,0.59,0.76,97,40
133,0.59,0.76,101,20
133,0.59,0.76,111,45
133,0.59,0.76,122,46
133,0.59,0.76,123,49
133,0.59,0.76,125,49
133,0.59,0.76,127,13
133,0.59,0.76,128,35
133,0.59,0.76,146,4
133,0.59,0.76,148,1
133,0.59,0.76,152,10
133,0.59,0.76,153,46
133,0.59,0.76,167,7
133,0.59,0.76,168,11
133,0.59,0.76,172,8
133,0.59,0.76,180,16
133,0.59,0.76,181,32
133,0.59,0.76,184,4
133,0.59,0.76,185,27
133,0.59,0.76,197,18
134,0.02,0.46,4,33
134,0.02,0.46,5,2
134,0.02,0.46,6,11
134,0.02,0.46,13,18
134,0.02,0.46,29,28
134,0.02,0.46,31,5
134,0.02,0.46,36,14
134,0.02,0.46,40,16
134,0.02,0.46,50,10
134,0.02,0.46,51,29
134,0.02,0.46,53,8
134,0.02,0.46,59,31
134,0.02,0.46,65,34
134,0.02,0.46,76,12
134,0.02,0.46,81,25
134,0.02,0.46,83,46
134,0.02,0.46,84,45
134,0.02,0.46,86,43
134,0.02,0.46,105,10
134,0.02,0.46,109,14
134,0.02,0.46,110,13
134,0.02,0.46,119,5
134,0.02,0.46,131,23
134,0.02,0.46,136,13
134,0.02,0.46,144,32
134,0.02,0.46,150,46
134,0.02,0.46,151,11
134,0.02,0.46,155,27
134,0.02,0.46,182,0
134,0.02,0.46,188,34
134,0.02,0.46,192,6
134,0.02,0.46,195,8
134,0.02,0.46,196,41
135,0.39,0.49,59,17
135,0.39,0.49,108,0
135,0.39,0.49,121,10
135,0.39,0.49,192,26
136,0.01,0.44,4,9
136,0.01,0.44,5,18
136,0.01,0.44,6,17
136,0.01,0.44,29,37
136,0.01,0.44,36,22
136,0.01,0.44,50,10
136,0.01,0.44,51,25
136,0.01,0.44,53,32
136,0.01,0.44,59,33
136,0.01,0.44,65,32
136,0.01,0.44,76,18
136,0.01,0.44,81,18
136,0.01,0.44,83,37
136,0.01,0.44,84,6
136,0.01,0.44,105,2
136,0.01,0.44,109,30
136,0.01,0.44,119,20
136,0.01,0.44,131,23
136,0.01,0.44,144,22
136,0.01,0.44,150,37
136,0.01,0.44,151,24
136,0.01,0.44,182,29
136,0.01,0.44,188,1
136,0.01,0.44,192,33
136,0.01,0.44,195,47
136,0.01,0.44,196,31
137,0.11,0.82,1,38
137,0.11,0.82,24,28
137,0.11,0.82,31,11
137,0.11,0.82,35,48
137,0.11,0.82,36,0
137,0.11,0.82,59,47
137,0.11,0.82,64,22
137,0.11,0.82,69,43
137,0.11,0.82,76,40
137,0.11,0.82,83,2
137,0.11,0.82,85,25
137,0.11,0.82,88,37
137,0.11,0.82,91,36
137,0.11,0.82,101,22
137,0.11,0.82,104,16
137,0.11,0.82,105,24
137,0.11,0.82,109,13
137,0.11,0.82,132,7
137,0.11,0.82,142,28
137,0.11,0.82,144,1
137,0.11,0.82,150,26
137,0.11,0.82,151,4
137,0.11,0.82,162,48
137,0.11,0.82,168,25
137,0.11,0.82,170,34
137,0.11,0.82,173,36
137,0.11,0.82,182,5
137,0.11,0.82,185,22
137,0.11,0.82,188,22
137,0.11,0.82,196,8
138,0.6,0.39,0,1
138,0.6,0.39,2,36
138,0.6,0.39,3,23
138,0.6,0.39,8,20
138,0.6,0.39,11,6
138,0.6,0.39,12,25
138,0.6,0.39,13,28
138,0.6,0.39,14,39
138,0.6,0.39,16,28
138,0.6,0.39,18,0
